grammar_type	nsyl	front	word
noun	3	TRUE	szüretűl
verb	1	FALSE	szod
verb	1	TRUE	rűk
verb	2	FALSE	fúfug
verb	2	TRUE	vővük
verb	3	FALSE	futonyoz
verb	3	TRUE	tilödöl
noun	1	FALSE	tón
noun	1	TRUE	bet
noun	2	FALSE	fágoz
noun	2	TRUE	letegy
noun	3	FALSE	nugolam
noun	3	TRUE	bömempit
verb	1	FALSE	dal
verb	1	TRUE	szel
verb	2	FALSE	kojtol
verb	2	TRUE	lümlük
verb	3	FALSE	butkusat
verb	3	TRUE	sziküblűl
noun	1	FALSE	ranz
noun	1	TRUE	vért
noun	2	FALSE	jitrom
noun	2	TRUE	pérür
noun	3	FALSE	tásafut
noun	3	TRUE	béribüm
verb	1	FALSE	mol
verb	1	TRUE	téd
verb	2	FALSE	tójil
verb	2	TRUE	züríl
verb	3	FALSE	kókakód
verb	3	TRUE	tépöbet
noun	1	FALSE	jág
noun	1	TRUE	mül
noun	2	FALSE	fómkílt
noun	2	TRUE	tőrüp
noun	3	FALSE	kásator
noun	3	TRUE	kegetegy
verb	1	FALSE	lít
verb	1	TRUE	büg
verb	2	FALSE	szúkal
verb	2	TRUE	rényök
verb	3	FALSE	foglitót
verb	3	TRUE	tűszmöszőz
noun	1	FALSE	kónt
noun	1	TRUE	rűnz
noun	2	FALSE	poklil
noun	2	TRUE	lérket
noun	3	FALSE	kóvobún
noun	3	TRUE	gekübérd
verb	1	FALSE	naz
verb	1	TRUE	bik
verb	2	FALSE	kádog
verb	2	TRUE	pénül
verb	3	FALSE	mújubal
verb	3	TRUE	blörümüng
noun	1	FALSE	kog
noun	1	TRUE	fört
noun	2	FALSE	szósztir
noun	2	TRUE	fümüp
noun	3	FALSE	númarot
noun	3	TRUE	nődegöt
verb	1	FALSE	tógy
verb	1	TRUE	gül
verb	2	FALSE	fílin
verb	2	TRUE	lölsük
verb	3	FALSE	bószumot
verb	3	TRUE	fűfüszkil
noun	1	FALSE	guf
noun	1	TRUE	püb
noun	2	FALSE	titrínt
noun	2	TRUE	kener
noun	3	FALSE	labapím
noun	3	TRUE	vűtünír
verb	1	FALSE	pir
verb	1	TRUE	szüt
verb	2	FALSE	tórul
verb	2	TRUE	nütel
verb	3	FALSE	bilirák
verb	3	TRUE	ségülöl
noun	1	FALSE	jany
noun	1	TRUE	möt
noun	2	FALSE	pókal
noun	2	TRUE	vőlüg
noun	3	FALSE	lágdakríg
noun	3	TRUE	grégyirdöl
verb	1	FALSE	pog
verb	1	TRUE	küt
verb	2	FALSE	mázit
verb	2	TRUE	rőret
verb	3	FALSE	bákakít
verb	3	TRUE	füpímez
noun	1	FALSE	sur
noun	1	TRUE	löl
noun	2	FALSE	tánor
noun	2	TRUE	mölöz
noun	3	FALSE	tatafíng
noun	3	TRUE	zsünebig
verb	1	FALSE	zil
verb	1	TRUE	bik
verb	2	FALSE	bidik
verb	2	TRUE	bötik
verb	3	FALSE	szkúmogyul
verb	3	TRUE	főtrörél
noun	1	FALSE	vím
noun	1	TRUE	vét
noun	2	FALSE	brafnir
noun	2	TRUE	főpük
noun	3	FALSE	fúpungar
noun	3	TRUE	jémöngyéz
verb	1	FALSE	fíl
verb	1	TRUE	pöl
verb	2	FALSE	kapaz
verb	2	TRUE	begüz
verb	3	FALSE	túfomik
verb	3	TRUE	szövölíz
noun	1	FALSE	práng
noun	1	TRUE	szűm
noun	2	FALSE	száfat
noun	2	TRUE	zémeg
noun	3	FALSE	kazonfit
noun	3	TRUE	dütütkög
verb	1	FALSE	bót
verb	1	TRUE	jet
verb	2	FALSE	rumut
verb	2	TRUE	dőmet
verb	3	FALSE	móligdúz
verb	3	TRUE	szüböküt
noun	1	FALSE	mul
noun	1	TRUE	müt
noun	2	FALSE	rórony
noun	2	TRUE	vémem
noun	3	FALSE	móbulil
noun	3	TRUE	kéfülör
verb	1	FALSE	sol
verb	1	TRUE	ríz
verb	2	FALSE	lovil
verb	2	TRUE	bírnyil
verb	3	FALSE	kívísug
verb	3	TRUE	fűpekög
noun	1	FALSE	fuz
noun	1	TRUE	lög
noun	2	FALSE	kákut
noun	2	TRUE	kükez
noun	3	FALSE	jómorud
noun	3	TRUE	vesztebőp
verb	1	FALSE	mól
verb	1	TRUE	rül
verb	2	FALSE	múgysut
verb	2	TRUE	jilüz
verb	3	FALSE	famoraz
verb	3	TRUE	nűvöfét
noun	1	FALSE	sul
noun	1	TRUE	kör
noun	2	FALSE	kófil
noun	2	TRUE	kepöl
noun	3	FALSE	mányitát
noun	3	TRUE	kűfüzit
verb	1	FALSE	fod
verb	1	TRUE	bel
verb	2	FALSE	túkot
verb	2	TRUE	kerüd
verb	3	FALSE	rógdubat
verb	3	TRUE	lüsíbik
noun	1	FALSE	tam
noun	1	TRUE	bev
noun	2	FALSE	szászit
noun	2	TRUE	bítet
noun	3	FALSE	koszoskúrt
noun	3	TRUE	töklednef
verb	1	FALSE	vaz
verb	1	TRUE	büz
verb	2	FALSE	kúndul
verb	2	TRUE	szévin
verb	3	FALSE	pusakul
verb	3	TRUE	kődesül
noun	1	FALSE	bul
noun	1	TRUE	set
noun	2	FALSE	sódog
noun	2	TRUE	szkétüt
noun	3	FALSE	míszukot
noun	3	TRUE	kömevöv
verb	1	FALSE	bíl
verb	1	TRUE	jöt
verb	2	FALSE	ponyok
verb	2	TRUE	lübek
verb	3	FALSE	lólakat
verb	3	TRUE	simütvül
noun	1	FALSE	svót
noun	1	TRUE	pőr
noun	2	FALSE	fufrak
noun	2	TRUE	műprüg
noun	3	FALSE	jánvidirt
noun	3	TRUE	képetyen
verb	1	FALSE	lak
verb	1	TRUE	müg
verb	2	FALSE	saskag
verb	2	TRUE	vűzek
verb	3	FALSE	págomuk
verb	3	TRUE	detönyőt
noun	1	FALSE	tun
noun	1	TRUE	müt
noun	2	FALSE	botony
noun	2	TRUE	kéferv
noun	3	FALSE	kátujnuj
noun	3	TRUE	jénüvől
verb	1	FALSE	bik
verb	1	TRUE	stit
verb	2	FALSE	zólat
verb	2	TRUE	bűtek
verb	3	FALSE	bopovil
verb	3	TRUE	stüfírén
noun	1	FALSE	búr
noun	1	TRUE	kögy
noun	2	FALSE	mobor
noun	2	TRUE	píkür
noun	3	FALSE	kízkamat
noun	3	TRUE	drűvömék
verb	1	FALSE	fog
verb	1	TRUE	lél
verb	2	FALSE	vatok
verb	2	TRUE	sűdöl
verb	3	FALSE	tókulit
verb	3	TRUE	fűkürküz
noun	1	FALSE	nín
noun	1	TRUE	tűt
noun	2	FALSE	fogíg
noun	2	TRUE	setip
noun	3	FALSE	súgyolsíg
noun	3	TRUE	jűtezűg
verb	1	FALSE	til
verb	1	TRUE	vül
verb	2	FALSE	dazot
verb	2	TRUE	miket
verb	3	FALSE	szátuviz
verb	3	TRUE	szekübét
noun	1	FALSE	kur
noun	1	TRUE	dínt
noun	2	FALSE	pámuk
noun	2	TRUE	kűbüz
noun	3	FALSE	báríligy
noun	3	TRUE	kőrsülit
verb	1	FALSE	núl
verb	1	TRUE	töz
verb	2	FALSE	votol
verb	2	TRUE	réröz
verb	3	FALSE	malkikát
verb	3	TRUE	nékemét
noun	1	FALSE	spúny
noun	1	TRUE	müg
noun	2	FALSE	fatil
noun	2	TRUE	szörür
noun	3	FALSE	báparúr
noun	3	TRUE	kükündég
verb	1	FALSE	ban
verb	1	TRUE	rül
verb	2	FALSE	kásunl
verb	2	TRUE	rűvül
verb	3	FALSE	dakorak
verb	3	TRUE	kíföszel
noun	1	FALSE	nagy
noun	1	TRUE	rün
noun	2	FALSE	karkap
noun	2	TRUE	béfül
noun	3	FALSE	dukísurd
noun	3	TRUE	nebüktülv
verb	1	FALSE	szít
verb	1	TRUE	téz
verb	2	FALSE	tágol
verb	2	TRUE	lekek
verb	3	FALSE	vupítol
verb	3	TRUE	trőfídez
noun	1	FALSE	vúl
noun	1	TRUE	pőp
noun	2	FALSE	zószon
noun	2	TRUE	szönyöl
noun	3	FALSE	pukizit
noun	3	TRUE	zőzülkég
verb	1	FALSE	tal
verb	1	TRUE	möl
verb	2	FALSE	poskol
verb	2	TRUE	jöslöl
verb	3	FALSE	kóvulol
verb	3	TRUE	tőlöböl
noun	1	FALSE	mún
noun	1	TRUE	düm
noun	2	FALSE	kimít
noun	2	TRUE	rémpez
noun	3	FALSE	burkanony
noun	3	TRUE	tűflüdzsenyv
verb	1	FALSE	kát
verb	1	TRUE	tít
verb	2	FALSE	ruszut
verb	2	TRUE	kűböt
verb	3	FALSE	durusol
verb	3	TRUE	kíldeszek
noun	1	FALSE	dót
noun	1	TRUE	műt
noun	2	FALSE	szurton
noun	2	TRUE	küröny
noun	3	FALSE	lutokol
noun	3	TRUE	rülüströg
verb	1	FALSE	lok
verb	1	TRUE	sűnt
verb	2	FALSE	szónil
verb	2	TRUE	pükez
verb	3	FALSE	gímudút
verb	3	TRUE	bijüpüz
noun	1	FALSE	rung
noun	1	TRUE	kín
noun	2	FALSE	lukol
noun	2	TRUE	tészük
noun	3	FALSE	zamugymún
noun	3	TRUE	rűjszeter
verb	1	FALSE	vól
verb	1	TRUE	bűk
verb	2	FALSE	lomík
verb	2	TRUE	téköz
verb	3	FALSE	kárímák
verb	3	TRUE	pülevíl
noun	1	FALSE	szak
noun	1	TRUE	fel
noun	2	FALSE	matog
noun	2	TRUE	tőgen
noun	3	FALSE	kagtítop
noun	3	TRUE	nőtülél
verb	1	FALSE	mal
verb	1	TRUE	bűl
verb	2	FALSE	dupuz
verb	2	TRUE	kimüg
verb	3	FALSE	tubomat
verb	3	TRUE	négeszil
noun	1	FALSE	nár
noun	1	TRUE	lin
noun	2	FALSE	kíbilv
noun	2	TRUE	szögem
noun	3	FALSE	szutakúg
noun	3	TRUE	szűkigöt
verb	1	FALSE	tut
verb	1	TRUE	kűt
verb	2	FALSE	vómat
verb	2	TRUE	tékült
verb	3	FALSE	tulikíl
verb	3	TRUE	möremel
noun	1	FALSE	jit
noun	1	TRUE	bér
noun	2	FALSE	daluk
noun	2	TRUE	bemík
noun	3	FALSE	mibulák
noun	3	TRUE	pőrvünzén
verb	1	FALSE	rik
verb	1	TRUE	tűt
verb	2	FALSE	ribíl
verb	2	TRUE	rőbez
verb	3	FALSE	vávoldít
verb	3	TRUE	kűmüsök
noun	1	FALSE	bak
noun	1	TRUE	pűn
noun	2	FALSE	tatut
noun	2	TRUE	stüzvüt
noun	3	FALSE	lirulsup
noun	3	TRUE	rüdekír
verb	1	FALSE	púl
verb	1	TRUE	krül
verb	2	FALSE	búnyung
verb	2	TRUE	lőbík
verb	3	FALSE	szukontik
verb	3	TRUE	gészezüt
noun	1	FALSE	vút
noun	1	TRUE	kür
noun	2	FALSE	kógul
noun	2	TRUE	tűter
noun	3	FALSE	múgyumin
noun	3	TRUE	jifümbüz
verb	1	FALSE	kát
verb	1	TRUE	nik
verb	2	FALSE	balol
verb	2	TRUE	dőkík
verb	3	FALSE	szagyopíl
verb	3	TRUE	téjtöriz
noun	1	FALSE	lok
noun	1	TRUE	füt
noun	2	FALSE	vúsztir
noun	2	TRUE	lirör
noun	3	FALSE	tokifírt
noun	3	TRUE	gílszevém
verb	1	FALSE	ting
verb	1	TRUE	lük
verb	2	FALSE	póbud
verb	2	TRUE	restüz
verb	3	FALSE	diszírnat
verb	3	TRUE	tiblifel
noun	1	FALSE	bog
noun	1	TRUE	nők
noun	2	FALSE	vomlit
noun	2	TRUE	kőzüm
noun	3	FALSE	fizírton
noun	3	TRUE	kípökép
verb	1	FALSE	maz
verb	1	TRUE	kent
verb	2	FALSE	múspríl
verb	2	TRUE	bőtig
verb	3	FALSE	borugyúg
verb	3	TRUE	bíjököt
noun	1	FALSE	kup
noun	1	TRUE	mön
noun	2	FALSE	dórat
noun	2	TRUE	mütöl
noun	3	FALSE	júndumul
noun	3	TRUE	prembefík
verb	1	FALSE	dik
verb	1	TRUE	srüz
verb	2	FALSE	kásztul
verb	2	TRUE	pélöd
verb	3	FALSE	lókísúl
verb	3	TRUE	kütkümöt
noun	1	FALSE	vám
noun	1	TRUE	rön
noun	2	FALSE	szalor
noun	2	TRUE	föneg
noun	3	FALSE	matílpak
noun	3	TRUE	kékírgil
verb	1	FALSE	fút
verb	1	TRUE	sez
verb	2	FALSE	búvíl
verb	2	TRUE	küket
verb	3	FALSE	dikívol
verb	3	TRUE	pübirél
noun	1	FALSE	míl
noun	1	TRUE	klet
noun	2	FALSE	nutuz
noun	2	TRUE	névöl
noun	3	FALSE	kvarajfúz
noun	3	TRUE	fürözeg
verb	1	FALSE	bál
verb	1	TRUE	lért
verb	2	FALSE	námik
verb	2	TRUE	mékeg
verb	3	FALSE	suvogyód
verb	3	TRUE	bélernet
noun	1	FALSE	júk
noun	1	TRUE	kéj
noun	2	FALSE	dínak
noun	2	TRUE	fűkiny
noun	3	FALSE	kokukár
noun	3	TRUE	kílerköm
verb	1	FALSE	dik
verb	1	TRUE	nék
verb	2	FALSE	rósík
verb	2	TRUE	szőlüg
verb	3	FALSE	kimunut
verb	3	TRUE	sűköpét
noun	1	FALSE	szag
noun	1	TRUE	tüzt
noun	2	FALSE	lolak
noun	2	TRUE	sűtür
noun	3	FALSE	zálaldot
noun	3	TRUE	leröket
verb	1	FALSE	nuk
verb	1	TRUE	tit
verb	2	FALSE	sáluz
verb	2	TRUE	géknöt
verb	3	FALSE	fanyuszul
verb	3	TRUE	bíldözük
noun	1	FALSE	rug
noun	1	TRUE	kig
noun	2	FALSE	szobut
noun	2	TRUE	mözer
noun	3	FALSE	túgmarjul
noun	3	TRUE	zérbíklür
verb	1	FALSE	fot
verb	1	TRUE	züd
verb	2	FALSE	szolag
verb	2	TRUE	köntíl
verb	3	FALSE	rúszagrod
verb	3	TRUE	kűzsömík
noun	1	FALSE	stún
noun	1	TRUE	lint
noun	2	FALSE	mászot
noun	2	TRUE	kélsik
noun	3	FALSE	fávufír
noun	3	TRUE	telenír
verb	1	FALSE	fúk
verb	1	TRUE	fíg
verb	2	FALSE	koszut
verb	2	TRUE	gűköl
verb	3	FALSE	pópíntíl
verb	3	TRUE	pűvöbil
noun	1	FALSE	fol
noun	1	TRUE	bert
noun	2	FALSE	túprag
noun	2	TRUE	fékön
noun	3	FALSE	póvíblag
noun	3	TRUE	bűtöklök
verb	1	FALSE	kak
verb	1	TRUE	szüt
verb	2	FALSE	buszot
verb	2	TRUE	tűlít
verb	3	FALSE	dótovul
verb	3	TRUE	jöveset
noun	1	FALSE	gar
noun	1	TRUE	vőt
noun	2	FALSE	tágyund
noun	2	TRUE	lüvök
noun	3	FALSE	zsufazjag
noun	3	TRUE	néflülön
verb	1	FALSE	fág
verb	1	TRUE	zég
verb	2	FALSE	vóvíl
verb	2	TRUE	bemöl
verb	3	FALSE	tútakíl
verb	3	TRUE	vősüsűz
noun	1	FALSE	bún
noun	1	TRUE	fer
noun	2	FALSE	pukuz
noun	2	TRUE	perör
noun	3	FALSE	raladon
noun	3	TRUE	pőderün
verb	1	FALSE	tol
verb	1	TRUE	rüt
verb	2	FALSE	zópít
verb	2	TRUE	refil
verb	3	FALSE	múnlurat
verb	3	TRUE	bűbelöl
noun	1	FALSE	rak
noun	1	TRUE	kez
noun	2	FALSE	szátuv
noun	2	TRUE	pibür
noun	3	FALSE	drísuvar
noun	3	TRUE	möprülöny
verb	1	FALSE	kíz
verb	1	TRUE	pit
verb	2	FALSE	magad
verb	2	TRUE	södöt
verb	3	FALSE	póbszumól
verb	3	TRUE	stőpüpűl
noun	1	FALSE	rág
noun	1	TRUE	dűt
noun	2	FALSE	mupur
noun	2	TRUE	tremöt
noun	3	FALSE	kugyrímar
noun	3	TRUE	bűrirtőgy
verb	1	FALSE	szal
verb	1	TRUE	süt
verb	2	FALSE	fásil
verb	2	TRUE	kéköt
verb	3	FALSE	lotuntít
verb	3	TRUE	rőpünen
noun	1	FALSE	sak
noun	1	TRUE	lűt
noun	2	FALSE	miman
noun	2	TRUE	vőnüt
noun	3	FALSE	rúfukan
noun	3	TRUE	tédriltűt
verb	1	FALSE	lúz
verb	1	TRUE	güz
verb	2	FALSE	tokur
verb	2	TRUE	jenyük
verb	3	FALSE	fobarag
verb	3	TRUE	lindírked
noun	1	FALSE	bud
noun	1	TRUE	műp
noun	2	FALSE	fóblir
noun	2	TRUE	főtün
noun	3	FALSE	kigrotrút
noun	3	TRUE	güngyíngíl
verb	1	FALSE	fál
verb	1	TRUE	mem
verb	2	FALSE	vuvint
verb	2	TRUE	vitel
verb	3	FALSE	frígarik
verb	3	TRUE	vőlötrüz
noun	1	FALSE	jag
noun	1	TRUE	tűk
noun	2	FALSE	vubuk
noun	2	TRUE	műzsöm
noun	3	FALSE	kúmotir
noun	3	TRUE	tövmengöm
verb	1	FALSE	bláz
verb	1	TRUE	kiz
verb	2	FALSE	pufol
verb	2	TRUE	szüset
verb	3	FALSE	szárkulkil
verb	3	TRUE	löbüviz
noun	1	FALSE	kir
noun	1	TRUE	kínt
noun	2	FALSE	lómík
noun	2	TRUE	könyün
noun	3	FALSE	takamín
noun	3	TRUE	műpöszert
verb	1	FALSE	szud
verb	1	TRUE	lül
verb	2	FALSE	gogok
verb	2	TRUE	fégyez
verb	3	FALSE	makomult
verb	3	TRUE	gűmbepüz
noun	1	FALSE	ták
noun	1	TRUE	jed
noun	2	FALSE	fúkult
noun	2	TRUE	flégyer
noun	3	FALSE	szómaszár
noun	3	TRUE	füvüszel
verb	1	FALSE	bal
verb	1	TRUE	bez
verb	2	FALSE	fapak
verb	2	TRUE	kűpek
verb	3	FALSE	szúmaszut
verb	3	TRUE	széküpet
noun	1	FALSE	jól
noun	1	TRUE	göt
noun	2	FALSE	tanyig
noun	2	TRUE	dőkök
noun	3	FALSE	lóvutot
noun	3	TRUE	prémitőg
verb	1	FALSE	bat
verb	1	TRUE	jőnt
verb	2	FALSE	túkuk
verb	2	TRUE	vőmit
verb	3	FALSE	kotigyáz
verb	3	TRUE	közídül
noun	1	FALSE	sógy
noun	1	TRUE	vet
noun	2	FALSE	golir
noun	2	TRUE	nübet
noun	3	FALSE	júntobón
noun	3	TRUE	mendrilprön
verb	1	FALSE	lant
verb	1	TRUE	vől
verb	2	FALSE	kíproz
verb	2	TRUE	keszil
verb	3	FALSE	títarak
verb	3	TRUE	röpülök
noun	1	FALSE	bók
noun	1	TRUE	lel
noun	2	FALSE	báfíd
noun	2	TRUE	vűbír
noun	3	FALSE	kíkujít
noun	3	TRUE	stítyüzit
verb	1	FALSE	tík
verb	1	TRUE	kőn
verb	2	FALSE	rufan
verb	2	TRUE	vőspük
verb	3	FALSE	tazsaful
verb	3	TRUE	szermelil
noun	1	FALSE	fag
noun	1	TRUE	blün
noun	2	FALSE	mápor
noun	2	TRUE	bűköny
noun	3	FALSE	szúflodszor
noun	3	TRUE	nüntípép
verb	1	FALSE	zot
verb	1	TRUE	met
verb	2	FALSE	katal
verb	2	TRUE	fipeg
verb	3	FALSE	lúfuvúl
verb	3	TRUE	kérerűz
noun	1	FALSE	vok
noun	1	TRUE	két
noun	2	FALSE	sásat
noun	2	TRUE	tőtkör
noun	3	FALSE	pónjutar
noun	3	TRUE	döbirmít
verb	1	FALSE	szíz
verb	1	TRUE	vént
verb	2	FALSE	págyuz
verb	2	TRUE	sőbig
verb	3	FALSE	bíszutúk
verb	3	TRUE	szekügyül
noun	1	FALSE	taj
noun	1	TRUE	bít
noun	2	FALSE	jozot
noun	2	TRUE	séntün
noun	3	FALSE	gárkubiz
noun	3	TRUE	mőkömizd
verb	1	FALSE	kul
verb	1	TRUE	kél
verb	2	FALSE	kókul
verb	2	TRUE	tégür
verb	3	FALSE	szututyál
verb	3	TRUE	lüpövélt
noun	1	FALSE	zát
noun	1	TRUE	tím
noun	2	FALSE	barzsol
noun	2	TRUE	szürdet
noun	3	FALSE	krilumól
noun	3	TRUE	kőmütird
verb	1	FALSE	dúng
verb	1	TRUE	bök
verb	2	FALSE	kószul
verb	2	TRUE	tőstilt
verb	3	FALSE	viszafad
verb	3	TRUE	jűfemül
noun	1	FALSE	szíz
noun	1	TRUE	gül
noun	2	FALSE	bupat
noun	2	TRUE	tétör
noun	3	FALSE	kormotát
noun	3	TRUE	békügík
verb	1	FALSE	rart
verb	1	TRUE	vől
verb	2	FALSE	jonul
verb	2	TRUE	püzdíz
verb	3	FALSE	mírolur
verb	3	TRUE	bümöpük
noun	1	FALSE	dot
noun	1	TRUE	tőlt
noun	2	FALSE	mógut
noun	2	TRUE	kűret
noun	3	FALSE	szvulkalpak
noun	3	TRUE	jűzifűk
verb	1	FALSE	szal
verb	1	TRUE	kőt
verb	2	FALSE	turol
verb	2	TRUE	dötül
verb	3	FALSE	kúdimal
verb	3	TRUE	kerepől
noun	1	FALSE	kur
noun	1	TRUE	béz
noun	2	FALSE	lómbult
noun	2	TRUE	zsöpeg
noun	3	FALSE	fapalog
noun	3	TRUE	véfüpüg
verb	1	FALSE	jag
verb	1	TRUE	köl
verb	2	FALSE	pandug
verb	2	TRUE	zőtíg
verb	3	FALSE	fujufrur
verb	3	TRUE	sivedűl
noun	1	FALSE	pank
noun	1	TRUE	szir
noun	2	FALSE	nurud
noun	2	TRUE	fűrön
noun	3	FALSE	búszartat
noun	3	TRUE	fémletőny
verb	1	FALSE	mún
verb	1	TRUE	bűl
verb	2	FALSE	kumil
verb	2	TRUE	sögyvüp
verb	3	FALSE	bízotól
verb	3	TRUE	veteszük
noun	1	FALSE	vón
noun	1	TRUE	vöm
noun	2	FALSE	púrar
noun	2	TRUE	pirük
noun	3	FALSE	zutirúl
noun	3	TRUE	szülübeng
verb	1	FALSE	szod
verb	1	TRUE	vüt
verb	2	FALSE	mórol
verb	2	TRUE	kílíd
verb	3	FALSE	núrusak
verb	3	TRUE	terdöpeg
noun	1	FALSE	tor
noun	1	TRUE	mün
noun	2	FALSE	karoj
noun	2	TRUE	köpört
noun	3	FALSE	faduzind
noun	3	TRUE	kőszünet
verb	1	FALSE	pung
verb	1	TRUE	tiz
verb	2	FALSE	lúvog
verb	2	TRUE	fürmül
verb	3	FALSE	kavarmok
verb	3	TRUE	krisítöl
noun	1	FALSE	kad
noun	1	TRUE	rit
noun	2	FALSE	vúgon
noun	2	TRUE	tübig
noun	3	FALSE	lábulit
noun	3	TRUE	bügyölket
verb	1	FALSE	tak
verb	1	TRUE	set
verb	2	FALSE	notun
verb	2	TRUE	sződöl
verb	3	FALSE	kiviríg
verb	3	TRUE	kémügől
noun	1	FALSE	fúr
noun	1	TRUE	fig
noun	2	FALSE	vipuk
noun	2	TRUE	döszem
noun	3	FALSE	jatukal
noun	3	TRUE	pértyödöz
verb	1	FALSE	zul
verb	1	TRUE	böz
verb	2	FALSE	szálan
verb	2	TRUE	bőköl
verb	3	FALSE	dúkízáz
verb	3	TRUE	vevömöl
noun	1	FALSE	pil
noun	1	TRUE	vűk
noun	2	FALSE	vápaj
noun	2	TRUE	tőgyün
noun	3	FALSE	mastvudul
noun	3	TRUE	plűndüfűm
verb	1	FALSE	dur
verb	1	TRUE	dűk
verb	2	FALSE	bosaz
verb	2	TRUE	töríl
verb	3	FALSE	fopakút
verb	3	TRUE	szekürőt
noun	1	FALSE	krank
noun	1	TRUE	pét
noun	2	FALSE	kákug
noun	2	TRUE	főszel
noun	3	FALSE	rikorug
noun	3	TRUE	dűrzeltsel
verb	1	FALSE	trál
verb	1	TRUE	tők
verb	2	FALSE	pugyit
verb	2	TRUE	röszid
verb	3	FALSE	sotalil
verb	3	TRUE	külekél
noun	1	FALSE	sút
noun	1	TRUE	svőm
noun	2	FALSE	szalolt
noun	2	TRUE	velep
noun	3	FALSE	tólogum
noun	3	TRUE	bűnefég
verb	1	FALSE	frig
verb	1	TRUE	tel
verb	2	FALSE	núkor
verb	2	TRUE	lümpik
verb	3	FALSE	tarimok
verb	3	TRUE	beszöpel
noun	1	FALSE	tal
noun	1	TRUE	rök
noun	2	FALSE	plulog
noun	2	TRUE	vüröz
noun	3	FALSE	jórulban
noun	3	TRUE	vüvütkög
verb	1	FALSE	tan
verb	1	TRUE	töt
verb	2	FALSE	volmít
verb	2	TRUE	förzüd
verb	3	FALSE	sadofant
verb	3	TRUE	vőrvedeng
noun	1	FALSE	fuz
noun	1	TRUE	deny
noun	2	FALSE	díngig
noun	2	TRUE	dőnyíg
noun	3	FALSE	szokszokid
noun	3	TRUE	títögyüg
verb	1	FALSE	lunt
verb	1	TRUE	röl
verb	2	FALSE	jotíz
verb	2	TRUE	rődíng
verb	3	FALSE	túszípug
verb	3	TRUE	szőrmenyűt
noun	1	FALSE	kuj
noun	1	TRUE	trer
noun	2	FALSE	szapszol
noun	2	TRUE	delvül
noun	3	FALSE	tídorfuz
noun	3	TRUE	fremiküz
verb	1	FALSE	lot
verb	1	TRUE	dek
verb	2	FALSE	múgyor
verb	2	TRUE	sétet
verb	3	FALSE	tonustúk
verb	3	TRUE	pérkípit
noun	1	FALSE	siz
noun	1	TRUE	rel
noun	2	FALSE	kirim
noun	2	TRUE	belmöl
noun	3	FALSE	rílurang
noun	3	TRUE	benözséz
verb	1	FALSE	doz
verb	1	TRUE	rők
verb	2	FALSE	kúkog
verb	2	TRUE	velöz
verb	3	FALSE	táruval
verb	3	TRUE	bisilíl
noun	1	FALSE	kiv
noun	1	TRUE	bíny
noun	2	FALSE	nultíl
noun	2	TRUE	sölül
noun	3	FALSE	mokidín
noun	3	TRUE	béköleg
verb	1	FALSE	ful
verb	1	TRUE	szül
verb	2	FALSE	szigyig
verb	2	TRUE	pőríg
verb	3	FALSE	baptibíl
verb	3	TRUE	mégbedrűd
noun	1	FALSE	ráng
noun	1	TRUE	kör
noun	2	FALSE	pígyiz
noun	2	TRUE	kinyüz
noun	3	FALSE	dászazbuny
noun	3	TRUE	tüvörmöny
verb	1	FALSE	bút
verb	1	TRUE	szüg
verb	2	FALSE	sogyíl
verb	2	TRUE	kegyet
verb	3	FALSE	púgovil
verb	3	TRUE	bűszöbük
noun	1	FALSE	bag
noun	1	TRUE	men
noun	2	FALSE	tákony
noun	2	TRUE	rőszöl
noun	3	FALSE	júfigszíny
noun	3	TRUE	kíszömür
verb	1	FALSE	mók
verb	1	TRUE	kőr
verb	2	FALSE	mábut
verb	2	TRUE	kéngíl
verb	3	FALSE	fínyonyíz
verb	3	TRUE	tifisöt
noun	1	FALSE	fám
noun	1	TRUE	fít
noun	2	FALSE	kíkip
noun	2	TRUE	rélüm
noun	3	FALSE	kódursál
noun	3	TRUE	tőmülük
verb	1	FALSE	rul
verb	1	TRUE	söt
verb	2	FALSE	dósut
verb	2	TRUE	bűjöz
verb	3	FALSE	sútítug
verb	3	TRUE	keszütkíz
noun	1	FALSE	noz
noun	1	TRUE	kej
noun	2	FALSE	távog
noun	2	TRUE	fémüg
noun	3	FALSE	kafalad
noun	3	TRUE	pűlöbir
verb	1	FALSE	gat
verb	1	TRUE	lők
verb	2	FALSE	szúlíl
verb	2	TRUE	giszik
verb	3	FALSE	múkupúl
verb	3	TRUE	tübinel
noun	1	FALSE	tul
noun	1	TRUE	szőn
noun	2	FALSE	tumiv
noun	2	TRUE	dőszüt
noun	3	FALSE	ródanóg
noun	3	TRUE	nípeküm
verb	1	FALSE	bat
verb	1	TRUE	től
verb	2	FALSE	suruk
verb	2	TRUE	kőstel
verb	3	FALSE	kubitat
verb	3	TRUE	kőtymötűk
noun	1	FALSE	tar
noun	1	TRUE	vűt
noun	2	FALSE	bádan
noun	2	TRUE	vőrük
noun	3	FALSE	mundovúr
noun	3	TRUE	bülimők
verb	1	FALSE	rul
verb	1	TRUE	sez
verb	2	FALSE	zíkik
verb	2	TRUE	jőstöt
verb	3	FALSE	szotumit
verb	3	TRUE	pefünyez
noun	1	FALSE	dol
noun	1	TRUE	brül
noun	2	FALSE	dopun
noun	2	TRUE	zőrtüg
