grammar_type	nsyl	front	word	pass_real	pass_nonce
verb	2	TRUE	kerkül	FALSE	FALSE
verb	3	FALSE	vákaduk	TRUE	TRUE
verb	3	TRUE	fösüldön	TRUE	TRUE
noun	2	FALSE	porbog	TRUE	FALSE
noun	2	TRUE	kűrünyv	TRUE	TRUE
verb	2	FALSE	lótak	FALSE	FALSE
verb	2	TRUE	szemil	FALSE	FALSE
verb	3	FALSE	kúbiprul	TRUE	TRUE
verb	3	TRUE	mídödül	TRUE	TRUE
noun	2	FALSE	mamíny	TRUE	TRUE
noun	2	TRUE	niril	FALSE	TRUE
verb	1	FALSE	dígy	FALSE	FALSE
verb	2	FALSE	palak	FALSE	FALSE
verb	2	TRUE	rünyök	TRUE	FALSE
verb	3	FALSE	karandul	TRUE	TRUE
verb	3	TRUE	kőlüríl	TRUE	TRUE
noun	2	FALSE	mavik	TRUE	FALSE
noun	2	TRUE	szerül	FALSE	FALSE
verb	1	FALSE	rig	FALSE	FALSE
verb	2	FALSE	bávuz	TRUE	FALSE
verb	2	TRUE	szűrket	FALSE	TRUE
verb	3	FALSE	sójískal	TRUE	TRUE
verb	3	TRUE	stőgöpdel	TRUE	TRUE
noun	2	FALSE	katok	TRUE	FALSE
noun	2	TRUE	vemük	FALSE	FALSE
verb	2	FALSE	poltoz	FALSE	TRUE
verb	2	TRUE	feszöt	FALSE	FALSE
verb	3	FALSE	topíkil	TRUE	TRUE
verb	3	TRUE	tőrveszel	TRUE	TRUE
noun	2	FALSE	tílang	TRUE	FALSE
noun	2	TRUE	vízük	TRUE	TRUE
verb	1	FALSE	dók	FALSE	FALSE
verb	2	FALSE	totul	FALSE	FALSE
verb	2	TRUE	fűtir	TRUE	TRUE
verb	3	FALSE	dándurkir	TRUE	TRUE
verb	3	TRUE	bémütűl	TRUE	TRUE
noun	2	FALSE	numand	FALSE	TRUE
noun	2	TRUE	sűröt	FALSE	FALSE
verb	2	FALSE	dogyít	TRUE	FALSE
verb	2	TRUE	fötel	FALSE	FALSE
verb	3	FALSE	szásavak	TRUE	TRUE
verb	3	TRUE	szüköpeg	TRUE	TRUE
noun	2	FALSE	fúnyog	TRUE	TRUE
noun	2	TRUE	zsőrjegy	TRUE	TRUE
verb	1	TRUE	píz	FALSE	FALSE
verb	2	FALSE	kifok	TRUE	FALSE
verb	2	TRUE	külöt	FALSE	FALSE
verb	3	FALSE	sprólfutúk	TRUE	TRUE
verb	3	TRUE	felüsűd	TRUE	TRUE
noun	2	FALSE	kiplín	TRUE	TRUE
noun	2	TRUE	trélör	FALSE	TRUE
verb	1	FALSE	git	FALSE	FALSE
verb	2	FALSE	tilat	FALSE	FALSE
verb	2	TRUE	kelök	TRUE	FALSE
verb	3	FALSE	bágzupkol	TRUE	TRUE
verb	3	TRUE	pülevil	TRUE	FALSE
noun	2	FALSE	foszar	TRUE	FALSE
noun	2	TRUE	geküm	TRUE	TRUE
verb	2	FALSE	rúrkat	TRUE	TRUE
verb	2	TRUE	gökik	FALSE	FALSE
verb	3	FALSE	vájnakolt	TRUE	TRUE
verb	3	TRUE	kíbövig	TRUE	TRUE
noun	2	FALSE	vadig	TRUE	FALSE
noun	2	TRUE	sívík	TRUE	FALSE
verb	1	FALSE	pújt	FALSE	FALSE
verb	1	TRUE	möng	FALSE	FALSE
verb	2	FALSE	kúrul	FALSE	FALSE
verb	2	TRUE	trűjül	TRUE	TRUE
verb	3	FALSE	kószilúl	TRUE	FALSE
verb	3	TRUE	mővítel	TRUE	TRUE
noun	2	FALSE	kámum	TRUE	FALSE
noun	2	TRUE	kíter	FALSE	FALSE
verb	1	FALSE	stríd	TRUE	FALSE
verb	2	FALSE	búfal	TRUE	FALSE
verb	2	TRUE	méröl	TRUE	FALSE
verb	3	FALSE	túszafal	TRUE	TRUE
verb	3	TRUE	sörgüntök	TRUE	TRUE
noun	2	FALSE	lidut	TRUE	FALSE
noun	2	TRUE	tünyürz	TRUE	TRUE
verb	2	FALSE	póndat	TRUE	FALSE
verb	2	TRUE	tüvil	TRUE	FALSE
verb	3	FALSE	róposzoz	TRUE	TRUE
verb	3	TRUE	trösüpét	TRUE	TRUE
noun	2	FALSE	rartok	FALSE	TRUE
noun	2	TRUE	jesztült	TRUE	TRUE
verb	1	TRUE	ged	FALSE	FALSE
verb	2	FALSE	kábort	FALSE	TRUE
verb	2	TRUE	mőntríg	TRUE	TRUE
verb	3	FALSE	taszítál	FALSE	TRUE
verb	3	TRUE	rűtelűt	TRUE	TRUE
noun	2	FALSE	szúgyíz	TRUE	TRUE
noun	2	TRUE	tőlderty	TRUE	TRUE
verb	2	FALSE	korik	FALSE	FALSE
verb	2	TRUE	tővil	TRUE	FALSE
verb	3	FALSE	vaplapagy	TRUE	TRUE
verb	3	TRUE	gűrílöz	TRUE	TRUE
noun	2	FALSE	ruzsut	TRUE	TRUE
noun	2	TRUE	tűtöl	TRUE	FALSE
verb	2	FALSE	pajtijt	TRUE	TRUE
verb	2	TRUE	líszek	FALSE	FALSE
verb	3	FALSE	tijigráz	TRUE	TRUE
verb	3	TRUE	lisezsdöl	TRUE	TRUE
noun	2	FALSE	szigburv	TRUE	TRUE
noun	2	TRUE	föböm	FALSE	FALSE
verb	2	FALSE	funut	TRUE	FALSE
verb	2	TRUE	tíkök	TRUE	FALSE
verb	3	FALSE	tuvazól	TRUE	TRUE
verb	3	TRUE	pűbömír	TRUE	TRUE
noun	2	FALSE	mántul	FALSE	FALSE
noun	2	TRUE	kemöm	TRUE	FALSE
verb	1	TRUE	síjt	FALSE	FALSE
verb	2	FALSE	fórpoz	TRUE	TRUE
verb	2	TRUE	rűrük	TRUE	FALSE
verb	3	FALSE	balízal	TRUE	TRUE
verb	3	TRUE	főzbíksik	TRUE	TRUE
noun	2	FALSE	kalgar	TRUE	TRUE
noun	2	TRUE	kőlit	TRUE	TRUE
verb	2	FALSE	pádrat	FALSE	FALSE
verb	2	TRUE	tőlzök	TRUE	TRUE
verb	3	FALSE	jotífúl	TRUE	TRUE
verb	3	TRUE	lefevül	TRUE	TRUE
noun	2	FALSE	zólur	TRUE	FALSE
noun	2	TRUE	lüsün	TRUE	TRUE
verb	1	TRUE	vőnt	FALSE	FALSE
verb	2	FALSE	búfug	TRUE	FALSE
verb	2	TRUE	lőpüt	TRUE	FALSE
verb	3	FALSE	polujkál	TRUE	TRUE
verb	3	TRUE	tíkilöl	TRUE	TRUE
noun	2	FALSE	zagit	TRUE	TRUE
verb	1	FALSE	bum	FALSE	FALSE
verb	2	TRUE	tüjüg	TRUE	TRUE
verb	3	FALSE	bibarúg	TRUE	TRUE
verb	3	TRUE	derüzsdel	TRUE	TRUE
noun	2	FALSE	mortig	TRUE	TRUE
noun	2	TRUE	zsédün	TRUE	TRUE
verb	2	FALSE	kókon	TRUE	FALSE
verb	2	TRUE	pelel	FALSE	FALSE
verb	3	FALSE	lúzoldul	TRUE	TRUE
verb	3	TRUE	bűszöszök	TRUE	TRUE
noun	2	FALSE	jípil	TRUE	FALSE
noun	2	TRUE	műbid	TRUE	FALSE
verb	2	FALSE	lagut	TRUE	FALSE
verb	2	TRUE	féfüd	TRUE	TRUE
verb	3	FALSE	bídonat	TRUE	TRUE
verb	3	TRUE	tövöbek	TRUE	TRUE
noun	2	FALSE	radim	FALSE	TRUE
noun	2	TRUE	pürön	TRUE	FALSE
verb	2	FALSE	jósul	FALSE	FALSE
verb	2	TRUE	szilíl	TRUE	FALSE
verb	3	FALSE	tanfufrig	TRUE	TRUE
verb	3	TRUE	vökörőz	TRUE	TRUE
noun	2	FALSE	mosom	TRUE	TRUE
noun	2	TRUE	rikend	TRUE	TRUE
verb	2	FALSE	szádrik	TRUE	TRUE
verb	2	TRUE	fűtül	TRUE	FALSE
verb	3	FALSE	vóvarkar	TRUE	TRUE
verb	3	TRUE	bitütéz	TRUE	TRUE
noun	2	FALSE	púpolt	FALSE	TRUE
noun	2	TRUE	létind	TRUE	TRUE
verb	2	FALSE	taprik	TRUE	TRUE
verb	2	TRUE	mőngüt	TRUE	TRUE
verb	3	FALSE	tumobúg	TRUE	TRUE
verb	3	TRUE	nímepőt	TRUE	TRUE
noun	2	FALSE	putíg	TRUE	FALSE
noun	2	TRUE	tümeg	FALSE	FALSE
verb	2	FALSE	fuful	TRUE	FALSE
verb	2	TRUE	tűböt	TRUE	FALSE
verb	3	FALSE	gúgbofúz	TRUE	TRUE
verb	3	TRUE	vűmödönt	TRUE	TRUE
noun	2	FALSE	kímor	FALSE	FALSE
noun	2	TRUE	fépig	TRUE	FALSE
verb	2	FALSE	katul	TRUE	FALSE
verb	2	TRUE	kőszüd	TRUE	TRUE
verb	3	FALSE	rónífuz	TRUE	TRUE
verb	3	TRUE	tűmivek	TRUE	TRUE
noun	2	FALSE	fakríl	TRUE	TRUE
noun	2	TRUE	sűszök	TRUE	FALSE
verb	2	FALSE	bubaz	TRUE	FALSE
verb	2	TRUE	bíbüd	TRUE	TRUE
verb	3	FALSE	kílipkol	TRUE	TRUE
verb	3	TRUE	lövepel	TRUE	TRUE
noun	2	FALSE	fámol	FALSE	FALSE
noun	2	TRUE	sűknen	TRUE	TRUE
verb	2	FALSE	futal	FALSE	FALSE
verb	2	TRUE	pőzik	FALSE	TRUE
verb	3	FALSE	komamik	TRUE	TRUE
verb	3	TRUE	nűndümül	TRUE	TRUE
noun	2	FALSE	prongír	TRUE	TRUE
noun	2	TRUE	fülvip	TRUE	TRUE
verb	2	FALSE	jáfít	TRUE	TRUE
verb	2	TRUE	köfeg	FALSE	FALSE
verb	3	FALSE	szatagyok	TRUE	TRUE
verb	3	TRUE	széglefüg	TRUE	TRUE
noun	2	FALSE	szoldil	TRUE	FALSE
noun	2	TRUE	rűlil	TRUE	FALSE
verb	1	FALSE	flak	FALSE	FALSE
verb	1	TRUE	gek	FALSE	FALSE
verb	2	FALSE	dánat	FALSE	TRUE
verb	2	TRUE	lüpet	FALSE	FALSE
verb	3	FALSE	szatuboz	TRUE	TRUE
verb	3	TRUE	viltertüt	TRUE	TRUE
noun	2	FALSE	trávil	TRUE	TRUE
noun	2	TRUE	sübez	FALSE	FALSE
verb	1	TRUE	mek	FALSE	FALSE
verb	3	FALSE	bozabak	TRUE	TRUE
verb	3	TRUE	tészitél	TRUE	TRUE
noun	2	FALSE	nolir	TRUE	FALSE
noun	2	TRUE	szűlül	FALSE	FALSE
verb	2	FALSE	mordal	FALSE	TRUE
verb	2	TRUE	műlík	TRUE	FALSE
verb	3	FALSE	bórdílat	TRUE	TRUE
verb	3	TRUE	zűlbeszlüz	TRUE	TRUE
noun	2	FALSE	vúdzsog	TRUE	TRUE
noun	2	TRUE	firög	TRUE	FALSE
verb	1	FALSE	diz	FALSE	FALSE
verb	1	TRUE	töjt	FALSE	FALSE
verb	2	FALSE	szíjik	FALSE	FALSE
verb	2	TRUE	fétüt	TRUE	FALSE
verb	3	FALSE	goglartól	TRUE	TRUE
verb	3	TRUE	letíkil	TRUE	FALSE
noun	2	FALSE	sabur	TRUE	FALSE
noun	2	TRUE	kűgyöt	TRUE	FALSE
verb	2	FALSE	pránduk	TRUE	TRUE
verb	2	TRUE	szőfíp	TRUE	TRUE
verb	3	FALSE	papuvit	TRUE	FALSE
verb	3	TRUE	pímbíjöl	TRUE	TRUE
noun	2	FALSE	kúmot	TRUE	FALSE
noun	2	TRUE	jöbeg	TRUE	TRUE
verb	2	FALSE	larínt	TRUE	TRUE
verb	2	TRUE	mőzül	TRUE	FALSE
verb	3	FALSE	porkuvor	TRUE	TRUE
verb	3	TRUE	vékepöt	TRUE	TRUE
noun	2	FALSE	tábon	FALSE	TRUE
noun	2	TRUE	mümöl	TRUE	FALSE
verb	2	FALSE	tigug	TRUE	TRUE
verb	2	TRUE	jőtel	TRUE	FALSE
verb	3	FALSE	kurídol	TRUE	TRUE
verb	3	TRUE	bődölböt	TRUE	TRUE
noun	2	FALSE	szóbar	TRUE	FALSE
noun	2	TRUE	driked	TRUE	TRUE
verb	1	TRUE	pűt	FALSE	FALSE
verb	2	FALSE	vasil	FALSE	TRUE
verb	2	TRUE	kötírt	TRUE	TRUE
verb	3	FALSE	víktupút	TRUE	TRUE
verb	3	TRUE	sprükeszpűld	TRUE	TRUE
noun	2	FALSE	tafírt	TRUE	TRUE
noun	2	TRUE	göldíng	TRUE	TRUE
verb	2	FALSE	dibak	TRUE	FALSE
verb	2	TRUE	trüdöd	TRUE	TRUE
verb	3	FALSE	trúsísztaz	TRUE	TRUE
verb	3	TRUE	bürevél	TRUE	TRUE
noun	2	FALSE	róktul	TRUE	FALSE
noun	2	TRUE	tevüd	TRUE	FALSE
verb	2	FALSE	vomud	TRUE	TRUE
verb	2	TRUE	mősek	TRUE	FALSE
verb	3	FALSE	dantirol	TRUE	TRUE
verb	3	TRUE	bönyigtönt	TRUE	TRUE
noun	2	FALSE	bószig	TRUE	FALSE
noun	2	TRUE	lőrít	TRUE	TRUE
verb	2	FALSE	bápil	TRUE	TRUE
verb	2	TRUE	límpül	TRUE	TRUE
verb	3	FALSE	dátrapál	TRUE	TRUE
verb	3	TRUE	tűsüküg	TRUE	TRUE
noun	2	FALSE	múszok	TRUE	TRUE
noun	2	TRUE	jegil	FALSE	FALSE
verb	2	FALSE	pítut	TRUE	FALSE
verb	2	TRUE	likíg	TRUE	FALSE
verb	3	FALSE	fíluzgúl	TRUE	TRUE
verb	3	TRUE	fefödöl	TRUE	TRUE
noun	2	FALSE	párul	FALSE	FALSE
noun	2	TRUE	mőmil	TRUE	FALSE
verb	2	FALSE	dúszak	FALSE	FALSE
verb	2	TRUE	lüngöl	TRUE	TRUE
verb	3	FALSE	bórurvut	TRUE	TRUE
verb	3	TRUE	föngötet	TRUE	TRUE
noun	2	FALSE	mótít	TRUE	FALSE
noun	2	TRUE	plíndkünt	TRUE	TRUE
verb	1	FALSE	fóz	FALSE	FALSE
verb	2	FALSE	vótil	TRUE	FALSE
verb	2	TRUE	fökik	FALSE	FALSE
verb	3	FALSE	fuzarór	TRUE	TRUE
verb	3	TRUE	bébisöl	TRUE	TRUE
noun	2	FALSE	jatug	TRUE	TRUE
noun	2	TRUE	veböl	TRUE	FALSE
verb	1	TRUE	grir	TRUE	FALSE
verb	2	FALSE	rúkag	TRUE	FALSE
verb	2	TRUE	bőböd	TRUE	FALSE
verb	3	FALSE	tóktufik	TRUE	TRUE
verb	3	TRUE	lönyelmül	TRUE	TRUE
noun	2	FALSE	fopit	TRUE	FALSE
noun	2	TRUE	füsztüd	TRUE	TRUE
verb	2	FALSE	táral	FALSE	FALSE
verb	2	TRUE	rüszmel	TRUE	TRUE
verb	3	FALSE	fárabag	TRUE	TRUE
verb	3	TRUE	sötügit	TRUE	TRUE
noun	2	FALSE	tíbuld	TRUE	TRUE
noun	2	TRUE	vüsög	TRUE	FALSE
verb	2	FALSE	dókit	TRUE	FALSE
verb	2	TRUE	főzel	FALSE	FALSE
verb	3	FALSE	tuszlikal	TRUE	TRUE
verb	3	TRUE	szülütüz	TRUE	TRUE
noun	2	FALSE	gokol	FALSE	FALSE
noun	2	TRUE	birnür	TRUE	TRUE
verb	1	TRUE	sen	FALSE	FALSE
verb	2	FALSE	mámak	FALSE	FALSE
verb	2	TRUE	szübek	FALSE	FALSE
verb	3	FALSE	kunyutol	TRUE	TRUE
verb	3	TRUE	rüszöpit	TRUE	TRUE
noun	2	FALSE	fúlvig	TRUE	FALSE
noun	2	TRUE	mőnöm	FALSE	TRUE
verb	1	TRUE	sínt	FALSE	FALSE
verb	2	FALSE	dátal	FALSE	FALSE
verb	2	TRUE	bíköt	TRUE	FALSE
verb	3	FALSE	kásonyat	TRUE	TRUE
verb	3	TRUE	vőmefek	TRUE	TRUE
noun	2	FALSE	funton	TRUE	TRUE
noun	2	TRUE	rérög	TRUE	FALSE
verb	2	FALSE	fótog	TRUE	FALSE
verb	2	TRUE	kérzip	TRUE	TRUE
verb	3	FALSE	malokot	TRUE	TRUE
verb	3	TRUE	süfilík	TRUE	TRUE
noun	2	FALSE	kogyolt	TRUE	TRUE
noun	2	TRUE	dírül	FALSE	FALSE
verb	2	FALSE	spumak	TRUE	TRUE
verb	2	TRUE	kőkeg	TRUE	FALSE
verb	3	FALSE	rúrobík	TRUE	TRUE
verb	3	TRUE	szöndüvül	TRUE	TRUE
noun	2	FALSE	flamuz	TRUE	TRUE
noun	2	TRUE	züget	FALSE	FALSE
verb	1	FALSE	fig	FALSE	FALSE
verb	2	FALSE	szasil	TRUE	FALSE
verb	2	TRUE	kőtel	TRUE	FALSE
verb	3	FALSE	kovívant	TRUE	TRUE
verb	3	TRUE	bőnyüpek	TRUE	TRUE
noun	2	FALSE	kózut	TRUE	FALSE
noun	2	TRUE	kűnür	TRUE	FALSE
verb	1	FALSE	bójz	FALSE	FALSE
verb	1	TRUE	sit	FALSE	FALSE
verb	2	FALSE	vompil	TRUE	TRUE
verb	2	TRUE	vészöf	TRUE	TRUE
verb	3	FALSE	satozsat	TRUE	TRUE
verb	3	TRUE	zötvüpíl	TRUE	TRUE
noun	2	FALSE	pudol	FALSE	FALSE
noun	2	TRUE	kemük	TRUE	FALSE
verb	1	TRUE	kéd	FALSE	FALSE
verb	2	FALSE	fobit	TRUE	FALSE
verb	2	TRUE	bűkel	TRUE	FALSE
verb	3	FALSE	liblotug	TRUE	TRUE
verb	3	TRUE	lővetez	TRUE	TRUE
noun	2	FALSE	ruping	TRUE	FALSE
noun	2	TRUE	jőrüg	TRUE	FALSE
verb	1	TRUE	ked	FALSE	FALSE
verb	2	FALSE	vúszak	FALSE	FALSE
verb	2	TRUE	köpel	FALSE	FALSE
verb	3	FALSE	vóntoljól	TRUE	TRUE
verb	3	TRUE	légiplüt	TRUE	TRUE
noun	2	FALSE	mútany	TRUE	FALSE
noun	2	TRUE	deklil	FALSE	FALSE
verb	2	FALSE	szídal	FALSE	FALSE
verb	2	TRUE	bépöt	TRUE	FALSE
verb	3	FALSE	fakogal	TRUE	TRUE
verb	3	TRUE	főgevől	TRUE	TRUE
noun	2	FALSE	kugil	TRUE	FALSE
noun	2	TRUE	tefit	TRUE	FALSE
verb	2	FALSE	múzug	TRUE	FALSE
verb	2	TRUE	szígyíl	TRUE	FALSE
verb	3	FALSE	nújatíz	TRUE	TRUE
verb	3	TRUE	vüföszigy	TRUE	TRUE
noun	2	FALSE	vósun	TRUE	FALSE
noun	2	TRUE	pebült	TRUE	FALSE
verb	2	FALSE	fúntol	FALSE	FALSE
verb	2	TRUE	bőmöl	TRUE	FALSE
verb	3	FALSE	vórkuvak	TRUE	TRUE
verb	3	TRUE	preströdeg	TRUE	TRUE
noun	2	FALSE	kászik	FALSE	TRUE
noun	2	TRUE	keten	FALSE	FALSE
verb	2	FALSE	tálvíl	TRUE	TRUE
verb	2	TRUE	fütít	TRUE	FALSE
verb	3	FALSE	dúrazul	TRUE	TRUE
verb	3	TRUE	kebrösünt	TRUE	TRUE
noun	2	FALSE	fápan	TRUE	FALSE
noun	2	TRUE	pemüg	TRUE	FALSE
verb	2	FALSE	fanyul	TRUE	FALSE
verb	2	TRUE	leszöt	TRUE	FALSE
verb	3	FALSE	turífal	TRUE	TRUE
verb	3	TRUE	bikerül	FALSE	TRUE
noun	2	FALSE	konit	TRUE	FALSE
noun	2	TRUE	setöz	TRUE	TRUE
verb	2	FALSE	kónyut	TRUE	TRUE
verb	2	TRUE	rűkík	TRUE	FALSE
verb	3	FALSE	ginitát	TRUE	TRUE
verb	3	TRUE	kemevíz	TRUE	TRUE
noun	2	FALSE	dómonk	TRUE	TRUE
noun	2	TRUE	lémöt	TRUE	FALSE
verb	2	FALSE	kákul	FALSE	FALSE
verb	2	TRUE	síszöl	TRUE	FALSE
verb	3	FALSE	fímuszil	TRUE	TRUE
verb	3	TRUE	vümökejt	TRUE	TRUE
noun	2	FALSE	nilav	TRUE	TRUE
noun	2	TRUE	kőrvüm	TRUE	FALSE
verb	2	FALSE	lovol	FALSE	FALSE
verb	2	TRUE	pükür	TRUE	FALSE
verb	3	FALSE	madanyil	TRUE	TRUE
verb	3	TRUE	mínüntel	TRUE	TRUE
noun	2	FALSE	vigík	TRUE	FALSE
noun	2	TRUE	remed	FALSE	FALSE
verb	1	TRUE	grert	TRUE	TRUE
verb	2	FALSE	tokík	TRUE	FALSE
verb	2	TRUE	krürtiz	TRUE	TRUE
verb	3	FALSE	szoruvil	TRUE	TRUE
verb	3	TRUE	sézdösmük	TRUE	TRUE
noun	2	FALSE	fónjon	TRUE	TRUE
noun	2	TRUE	kölpöt	TRUE	TRUE
verb	2	FALSE	túrot	FALSE	FALSE
verb	2	TRUE	tördüt	TRUE	TRUE
verb	3	FALSE	túvízung	TRUE	TRUE
verb	3	TRUE	műfejtüz	TRUE	TRUE
noun	2	FALSE	tutím	TRUE	FALSE
noun	2	TRUE	szésztör	TRUE	TRUE
verb	2	FALSE	grízal	TRUE	FALSE
verb	2	TRUE	fémíl	TRUE	FALSE
verb	3	FALSE	kozífraz	TRUE	TRUE
verb	3	TRUE	letöszel	TRUE	TRUE
noun	2	FALSE	fútik	TRUE	FALSE
noun	2	TRUE	kéken	FALSE	FALSE
verb	2	FALSE	kúduz	TRUE	FALSE
verb	2	TRUE	rüküt	TRUE	FALSE
verb	3	FALSE	stidindaz	TRUE	TRUE
verb	3	TRUE	tídüzsük	TRUE	TRUE
noun	2	FALSE	várir	FALSE	FALSE
noun	2	TRUE	kűklen	TRUE	TRUE
verb	1	FALSE	kágy	FALSE	FALSE
verb	2	FALSE	mafol	FALSE	FALSE
verb	2	TRUE	szeket	FALSE	FALSE
verb	3	FALSE	zoszuzók	TRUE	TRUE
verb	3	TRUE	sílölkék	TRUE	TRUE
noun	2	FALSE	foprug	TRUE	TRUE
noun	2	TRUE	szesül	FALSE	FALSE
verb	2	FALSE	fíbal	TRUE	FALSE
verb	2	TRUE	dőmez	TRUE	FALSE
verb	3	FALSE	boborvul	TRUE	TRUE
verb	3	TRUE	féfityül	TRUE	TRUE
noun	2	FALSE	búvij	FALSE	FALSE
verb	1	FALSE	dud	FALSE	FALSE
verb	1	TRUE	tőg	FALSE	FALSE
verb	2	FALSE	lúlat	FALSE	FALSE
verb	2	TRUE	míned	TRUE	FALSE
verb	3	FALSE	fógavit	TRUE	TRUE
verb	3	TRUE	fenyenét	TRUE	TRUE
noun	2	FALSE	tómím	TRUE	TRUE
noun	2	TRUE	szűrent	FALSE	TRUE
verb	2	FALSE	buzol	FALSE	FALSE
verb	2	TRUE	rűpríl	TRUE	TRUE
verb	3	FALSE	gúpotút	TRUE	TRUE
verb	3	TRUE	türtüféng	TRUE	TRUE
noun	2	FALSE	vogojt	TRUE	TRUE
verb	2	FALSE	somal	TRUE	FALSE
verb	2	TRUE	kűgeg	TRUE	TRUE
verb	3	FALSE	lotantrig	TRUE	TRUE
verb	3	TRUE	sümülfél	TRUE	TRUE
noun	2	FALSE	bítal	TRUE	FALSE
noun	2	TRUE	vürink	TRUE	TRUE
verb	1	FALSE	dól	FALSE	FALSE
verb	2	FALSE	pruvík	TRUE	TRUE
verb	2	TRUE	főszük	TRUE	FALSE
verb	3	FALSE	kastolat	TRUE	TRUE
verb	3	TRUE	sekümőg	TRUE	TRUE
noun	2	FALSE	kúszog	TRUE	TRUE
noun	2	TRUE	mésít	FALSE	TRUE
verb	1	TRUE	nűl	FALSE	FALSE
verb	2	FALSE	szafiz	TRUE	FALSE
verb	2	TRUE	bíjtüt	TRUE	TRUE
verb	3	FALSE	mámoril	TRUE	TRUE
verb	3	TRUE	tőlöfkel	TRUE	TRUE
noun	2	FALSE	magan	FALSE	FALSE
noun	2	TRUE	pesín	TRUE	TRUE
verb	1	TRUE	mil	FALSE	FALSE
verb	2	FALSE	szarík	FALSE	FALSE
verb	2	TRUE	vélel	FALSE	FALSE
verb	3	FALSE	szósirvot	TRUE	TRUE
verb	3	TRUE	rirübet	TRUE	TRUE
noun	2	FALSE	vunugy	TRUE	TRUE
noun	2	TRUE	fűröy	TRUE	FALSE
verb	2	FALSE	sákot	TRUE	FALSE
verb	2	TRUE	jítrür	TRUE	TRUE
verb	3	FALSE	madolut	TRUE	TRUE
verb	3	TRUE	tömürned	TRUE	TRUE
noun	2	FALSE	sabar	FALSE	FALSE
noun	2	TRUE	lőpöt	TRUE	FALSE
verb	2	FALSE	kapol	FALSE	FALSE
verb	2	TRUE	szütköt	TRUE	TRUE
verb	3	FALSE	rádikút	TRUE	TRUE
verb	3	TRUE	vűlöröd	TRUE	TRUE
noun	2	FALSE	fardant	TRUE	TRUE
noun	2	TRUE	kűsík	TRUE	TRUE
verb	2	FALSE	bóvík	TRUE	FALSE
verb	2	TRUE	szőgyíl	TRUE	FALSE
verb	3	FALSE	ramplofol	TRUE	TRUE
verb	3	TRUE	dűngüvil	TRUE	TRUE
noun	2	FALSE	tivír	TRUE	TRUE
noun	2	TRUE	szűfed	TRUE	TRUE
verb	1	TRUE	föp	FALSE	FALSE
verb	2	FALSE	pótal	FALSE	FALSE
verb	2	TRUE	nezdez	TRUE	TRUE
verb	3	FALSE	vájotuz	TRUE	TRUE
verb	3	TRUE	kögílík	TRUE	TRUE
noun	2	FALSE	tafal	TRUE	FALSE
noun	2	TRUE	nészünz	TRUE	TRUE
verb	1	FALSE	dok	FALSE	FALSE
verb	1	TRUE	rűt	FALSE	FALSE
verb	2	FALSE	ropuk	TRUE	FALSE
verb	2	TRUE	bétíz	TRUE	TRUE
verb	3	FALSE	mókulol	TRUE	TRUE
verb	3	TRUE	möjürük	TRUE	TRUE
noun	2	FALSE	níjad	FALSE	TRUE
noun	2	TRUE	ségyer	TRUE	FALSE
verb	2	FALSE	szípoz	TRUE	FALSE
verb	2	TRUE	rőfet	TRUE	FALSE
verb	3	FALSE	vizulok	TRUE	TRUE
verb	3	TRUE	szűtüdök	TRUE	TRUE
noun	2	FALSE	kuktun	TRUE	TRUE
noun	2	TRUE	nőnvig	TRUE	TRUE
verb	2	FALSE	fuzund	TRUE	TRUE
verb	2	TRUE	föszül	FALSE	FALSE
verb	3	FALSE	gímípod	TRUE	TRUE
verb	3	TRUE	bírükél	TRUE	TRUE
noun	2	FALSE	támur	TRUE	FALSE
noun	2	TRUE	tépröl	TRUE	TRUE
verb	1	FALSE	bág	FALSE	FALSE
verb	1	TRUE	pín	FALSE	FALSE
verb	2	FALSE	szojtaz	TRUE	TRUE
verb	2	TRUE	pedüt	TRUE	FALSE
verb	3	FALSE	lizmítut	TRUE	TRUE
verb	3	TRUE	kétíszlők	TRUE	TRUE
noun	2	FALSE	dájírt	TRUE	TRUE
noun	2	TRUE	szördír	TRUE	TRUE
verb	1	FALSE	plok	TRUE	FALSE
verb	1	TRUE	süz	FALSE	FALSE
verb	2	FALSE	fúlun	TRUE	FALSE
verb	2	TRUE	vigíng	TRUE	TRUE
verb	3	FALSE	fobízúk	TRUE	TRUE
verb	3	TRUE	bűzíjük	TRUE	TRUE
noun	2	FALSE	dáfor	TRUE	TRUE
noun	2	TRUE	sűltet	FALSE	TRUE
verb	1	FALSE	súr	FALSE	FALSE
verb	1	TRUE	színt	FALSE	FALSE
verb	2	FALSE	vopol	TRUE	FALSE
verb	2	TRUE	pétür	TRUE	FALSE
verb	3	FALSE	kaltovol	TRUE	TRUE
verb	3	TRUE	rűföpöl	TRUE	TRUE
noun	2	FALSE	szójszid	TRUE	TRUE
noun	2	TRUE	dövürt	TRUE	TRUE
verb	2	FALSE	szasik	FALSE	FALSE
verb	2	TRUE	pűkíd	TRUE	FALSE
verb	3	FALSE	kublugyak	TRUE	TRUE
verb	3	TRUE	bűgyeről	TRUE	TRUE
noun	2	FALSE	sugog	FALSE	FALSE
noun	2	TRUE	fűgüv	TRUE	FALSE
verb	2	FALSE	voszag	TRUE	FALSE
verb	2	TRUE	spöszül	TRUE	FALSE
